Sample_ID,Diet,Net_pen,gapdh_Cq,gapdh_PE,rnapo2_Cq,rnapo2_PE,hprt1_Cq,hprt1_PE,actb_Cq,actb_PE,Target,Target_PE,Target_Cq,Target_Cq_error,Target_func,Comments
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,il6,,39.46,1.4,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,il6,,35.04,1.1,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,il6,,35.37,0.02,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,il6,,36.04,0,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,il6,,39.23,2.4,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,il6,,34.55,1.26,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,il6,,33.84,0.65,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,il6,,38.24,1.8,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,il6,,36.09,1.16,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,il6,,38.88,0.92,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,il6,,35.51,0.69,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,il6,,35.94,0.95,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,il6,,38.28,3.38,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,il6,,33.51,0.01,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,il6,,35.93,0.45,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,il6,,34.39,0.75,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,il6,,40.43,0.81,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,il6,,35.6,0.25,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,il6,,34.91,0.86,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,il6,,33.8,0,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,il6,,37.19,1.64,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,il6,,35.98,0.04,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,il6,,37.2,1.89,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,il6,,36.96,0.79,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,il6,,36.51,0,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,il6,,35.53,1.11,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,il6,,35.73,0,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,il8,2.01,28.01,0.11,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,il8,2.01,28.09,0.21,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,il8,2.01,28.91,0.24,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,il8,2.01,28.39,0.07,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,il8,2.01,26.84,0.06,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,il8,2.01,27.93,0.27,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,il8,2.01,28.46,0.01,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,il8,2.01,27.99,0.1,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,il8,2.01,28.4,0.16,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,il8,2.01,28.88,0.23,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,il8,2.01,27.9,0.07,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,il8,2.01,27.91,0.11,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,il8,2.01,27.68,0.01,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,il8,2.01,28.42,0.3,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,il8,2.01,28.56,0.09,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,il8,2.01,28.74,0.08,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,il8,2.01,28.96,0,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,il8,2.01,27.66,0.11,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,il8,2.01,28.28,0.22,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,il8,2.01,27.79,0.06,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,il8,2.01,28.61,0.05,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,il8,2.01,27.98,0.04,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,il8,2.01,28.51,0.26,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,il8,2.01,28.88,0.3,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,il8,2.01,27.77,0.02,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,il8,2.01,28.83,0.32,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,il8,2.01,28.04,0.08,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,il8,2.01,27.73,0.06,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,il8,2.01,27.37,0.04,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,il8,2.01,27.76,0.04,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,il8,2.01,28.89,0.06,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,il8,2.01,28.81,0.01,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,il8,2.01,28.67,0.2,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,il8,2.01,28.59,0.14,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,il8,2.01,28.45,0.03,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,il8,2.01,27.87,0.08,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,ifnγ,1.90 ,28.04,0.04,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,ifnγ,1.90 ,28.03,0.02,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,ifnγ,1.90 ,30.12,0.01,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,ifnγ,1.90 ,26.89,0.04,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,ifnγ,1.90 ,29.13,0.18,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,ifnγ,1.90 ,28.8,0.14,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,ifnγ,1.90 ,28.65,0.07,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,ifnγ,1.90 ,28.1,0.34,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,ifnγ,1.90 ,31.03,0.53,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,ifnγ,1.90 ,29.75,0.42,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,ifnγ,1.90 ,30.37,0.06,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,ifnγ,1.90 ,29.44,0.2,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,ifnγ,1.90 ,28.39,0.14,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,ifnγ,1.90 ,28.63,0.17,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,ifnγ,1.90 ,29.34,0.09,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,ifnγ,1.90 ,29.29,0.01,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,ifnγ,1.90 ,31.23,0.48,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,ifnγ,1.90 ,29.58,0.05,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,ifnγ,1.90 ,31.98,0.05,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,ifnγ,1.90 ,27.76,0.11,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,ifnγ,1.90 ,30,0.05,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,ifnγ,1.90 ,31.21,0.31,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,ifnγ,1.90 ,31.36,0.2,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,ifnγ,1.90 ,30.61,0.05,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,ifnγ,1.90 ,31.73,0.42,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,ifnγ,1.90 ,30.77,0.06,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,ifnγ,1.90 ,30.4,0.17,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,ifnγ,1.90 ,30.18,0.05,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,ifnγ,1.90 ,30.22,0.12,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,ifnγ,1.90 ,29.06,0.02,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,ifnγ,1.90 ,31.16,0.15,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,ifnγ,1.90 ,31.03,0.04,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,ifnγ,1.90 ,29.91,0.28,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,ifnγ,1.90 ,30.75,0.08,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,ifnγ,1.90 ,30.32,0.25,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,ifnγ,1.90 ,29.68,0.23,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,cd3γδ,1.99,24.04,0.03,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,cd3γδ,1.99,23.65,0.01,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,cd3γδ,1.99,24.06,0.08,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,cd3γδ,1.99,22.96,0.05,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,cd3γδ,1.99,24.22,0.07,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,cd3γδ,1.99,24.15,0.01,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,cd3γδ,1.99,24.02,0.14,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,cd3γδ,1.99,23.84,0.11,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,cd3γδ,1.99,24.65,0.01,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,cd3γδ,1.99,24.07,0.01,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,cd3γδ,1.99,24.53,0.01,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,cd3γδ,1.99,24.02,0.01,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,cd3γδ,1.99,23.9,0.04,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,cd3γδ,1.99,24.22,0.01,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,cd3γδ,1.99,24.2,0.05,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,cd3γδ,1.99,23.98,0.07,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,cd3γδ,1.99,24.33,0.06,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,cd3γδ,1.99,23.89,0.01,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,cd3γδ,1.99,24.75,0.16,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,cd3γδ,1.99,24.04,0.02,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,cd3γδ,1.99,24.47,0.03,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,cd3γδ,1.99,24.41,0.01,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,cd3γδ,1.99,24.17,0.04,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,cd3γδ,1.99,24.11,3.9,immune_modulation,24.11_29.63
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,cd3γδ,1.99,24.73,0.01,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,cd3γδ,1.99,24.43,0.08,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,cd3γδ,1.99,24.69,0.11,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,cd3γδ,1.99,24.05,0.04,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,cd3γδ,1.99,24.04,0.01,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,cd3γδ,1.99,23.97,0.02,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,cd3γδ,1.99,24.77,0.11,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,cd3γδ,1.99,25.1,0.08,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,cd3γδ,1.99,24.62,0.13,immune_modulation,
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,cd3γδ,1.99,24.47,0.15,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,cd3γδ,1.99,24.48,0.13,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,cd3γδ,1.99,24.55,0.01,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,cd8β,1.90 ,25.05,0.08,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,cd8β,1.90 ,24.65,0.03,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,cd8β,1.90 ,25.44,0.04,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,cd8β,1.90 ,24.39,0.01,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,cd8β,1.90 ,25.25,0.06,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,cd8β,1.90 ,25.33,0.03,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,cd8β,1.90 ,24.62,0.08,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,cd8β,1.90 ,24.6,0.12,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,cd8β,1.90 ,25.92,0.07,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,cd8β,1.90 ,25.17,0.02,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,cd8β,1.90 ,25.45,0.02,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,cd8β,1.90 ,25.02,0.03,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,cd8β,1.90 ,24.77,0.04,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,cd8β,1.90 ,25.04,0.01,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,cd8β,1.90 ,24.98,0.03,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,cd8β,1.90 ,25.31,0.06,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,cd8β,1.90 ,24.78,0.02,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,cd8β,1.90 ,24.39,0.01,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,cd8β,1.90 ,25.88,0.04,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,cd8β,1.90 ,24.94,0.01,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,cd8β,1.90 ,25.79,0.04,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,cd8β,1.90 ,25.29,0.15,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,cd8β,1.90 ,24.71,0.02,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,cd8β,1.90 ,25,0.13,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,cd8β,1.90 ,25.69,0.16,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,cd8β,1.90 ,25.62,0.04,immune_modulation,
51,IM,105,18.24,1.90 ,24.02,1.80 ,22.29,2.00 ,15.02,1.86,cd8β,1.90 ,25.38,0.13,immune_modulation,
52,IM,105,18.18,1.90 ,23.91,1.80 ,21.88,2.00 ,14.89,1.86,cd8β,1.90 ,24.7,0.01,immune_modulation,
53,IM,105,17.79,1.90 ,23.77,1.80 ,22.16,2.00 ,14.45,1.86,cd8β,1.90 ,25.77,0.08,immune_modulation,
54,IM,105,18.12,1.90 ,23.87,1.80 ,22.28,2.00 ,14.75,1.86,cd8β,1.90 ,25.35,0.01,immune_modulation,
55,REF,106,17.86,1.90 ,23.74,1.80 ,22.11,2.00 ,14.4,1.86,cd8β,1.90 ,25.46,0.01,immune_modulation,
56,REF,106,18.05,1.90 ,24.06,1.80 ,22.38,2.00 ,14.65,1.86,cd8β,1.90 ,26.37,0.01,immune_modulation,
57,REF,106,17.79,1.90 ,24.04,1.80 ,22.11,2.00 ,14.69,1.86,cd8β,1.90 ,25.1,2.99,immune_modulation,25.10_29.33
58,REF,106,18.08,1.90 ,23.76,1.80 ,22.18,2.00 ,14.63,1.86,cd8β,1.90 ,25.39,0.06,immune_modulation,
59,REF,106,17.9,1.90 ,23.81,1.80 ,22.13,2.00 ,14.48,1.86,cd8β,1.90 ,25.39,0.09,immune_modulation,
60,REF,106,17.87,1.90 ,24.17,1.80 ,22.60,2.00 ,14.65,1.86,cd8β,1.90 ,25.28,0.04,immune_modulation,
7,IM,110,18.73,1.90 ,24.68,1.80 ,23.11,2.00 ,15.32,1.86,mhcI,2.00 ,20.98,0.04,immune_modulation,
8,IM,110,18.22,1.90 ,23.58,1.80 ,21.72,2.00 ,14.65,1.86,mhcI,2.00 ,20.53,0.06,immune_modulation,
9,IM,110,18.26,1.90 ,24.2,1.80 ,22.45,2.00 ,14.98,1.86,mhcI,2.00 ,19.65,0.09,immune_modulation,
10,IM,110,18.12,1.90 ,23.58,1.80 ,21.59,2.00 ,14.43,1.86,mhcI,2.00 ,19.42,0.03,immune_modulation,
11,IM,110,18.24,1.90 ,24.13,1.80 ,22.18,2.00 ,14.85,1.86,mhcI,2.00 ,21.23,0.04,immune_modulation,
12,IM,110,18.07,1.90 ,23.81,1.80 ,21.94,2.00 ,14.75,1.86,mhcI,2.00 ,20.71,0.04,immune_modulation,
13,REF,111,18.24,1.90 ,23.91,1.80 ,22.08,2.00 ,14.9,1.86,mhcI,2.00 ,20.88,0.09,immune_modulation,
14,REF,111,18.14,1.90 ,23.75,1.80 ,22.13,2.00 ,14.74,1.86,mhcI,2.00 ,20.38,0.05,immune_modulation,
15,REF,111,18.29,1.90 ,24.02,1.80 ,22.19,2.00 ,15.09,1.86,mhcI,2.00 ,22.19,0.01,immune_modulation,
16,REF,111,18.07,1.90 ,24.14,1.80 ,22.49,2.00 ,14.8,1.86,mhcI,2.00 ,20.44,0.01,immune_modulation,
17,REF,111,18.25,1.90 ,24.25,1.80 ,22.37,2.00 ,14.92,1.86,mhcI,2.00 ,20.37,0.04,immune_modulation,
18,REF,111,18.45,1.90 ,24.13,1.80 ,22.64,2.00 ,15,1.86,mhcI,2.00 ,21.3,0.04,immune_modulation,
25,REF,101,18.44,1.90 ,24.06,1.80 ,22.43,2.00 ,14.94,1.86,mhcI,2.00 ,20.87,0.05,immune_modulation,
26,REF,101,18.01,1.90 ,23.66,1.80 ,21.64,2.00 ,14.45,1.86,mhcI,2.00 ,20.66,0.11,immune_modulation,
27,REF,101,18.13,1.90 ,23.82,1.80 ,22,2.00 ,14.79,1.86,mhcI,2.00 ,20.27,0.08,immune_modulation,
28,REF,101,17.98,1.90 ,23.89,1.80 ,22.22,2.00 ,14.7,1.86,mhcI,2.00 ,19.91,0.01,immune_modulation,
29,REF,101,17.97,1.90 ,23.9,1.80 ,22.14,2.00 ,14.57,1.86,mhcI,2.00 ,20.16,0.05,immune_modulation,
30,REF,101,17.9,1.90 ,23.92,1.80 ,22.4,2.00 ,14.5,1.86,mhcI,2.00 ,20.03,0.03,immune_modulation,
43,IM,104,18.2,1.90 ,24.09,1.80 ,22.47,2.00 ,14.88,1.86,mhcI,2.00 ,20.86,0.16,immune_modulation,
44,IM,104,18.19,1.90 ,23.73,1.80 ,21.86,2.00 ,14.75,1.86,mhcI,2.00 ,20.85,0.07,immune_modulation,
45,IM,104,17.79,1.90 ,23.77,1.80 ,22.37,2.00 ,14.59,1.86,mhcI,2.00 ,20.71,0.13,immune_modulation,
46,IM,104,17.92,1.90 ,23.91,1.80 ,21.95,2.00 ,14.51,1.86,mhcI,2.00 ,20.04,0.01,immune_modulation,
47,IM,104,17.93,1.90 ,24.05,1.80 ,22.51,2.00 ,14.42,1.86,mhcI,2.00 ,20.82,0.04,immune_modulation,
48,IM,104,17.8,1.90 ,24.08,1.80 ,22.4,2.00 ,14.49,1.86,mhcI,2.00 ,20.35,0.07,immune_modulation,
49,IM,105,18.33,1.90 ,23.96,1.80 ,21.88,2.00 ,14.79,1.86,mhcI,2.00 ,21.27,0.06,immune_modulation,
50,IM,105,18.34,1.90 ,24.11,1.80 ,22.5,2.00 ,14.81,1.86,mhcI,2.00 ,20.14,0.07,immune_modulation,
